SPREFID,USUBJID,SEX,MISPEC,MISEVTXT,MISEV,MIORRES,MIRESCAT,MIDY,trial_set_description
T103112-8,T103112-8-0094,F,EYE,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,LIVER,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"ARTERY, AORTA","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"LYMPH NODE, MANDIBULAR","",,HEMORRHAGE,NON-NEOPLASTIC,32,CG
T103112-8,T103112-8-0094,F,OVIDUCT,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"BONE MARROW, FEMUR","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"GLAND, PARATHYROID","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,SPLEEN,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,THYMUS,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,HEART,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,SKIN,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"BONE MARROW, STERNUM","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"GLAND, PITUITARY","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"NERVE, SCIATIC","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,OVARY,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,TRACHEA,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,UTERUS,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,URINARY BLADDER,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,SKIN,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"GLAND, ADRENAL","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,LARYNX,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"GLAND, MAMMARY","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"MUSCLE, SKELETAL","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,STOMACH,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0094,F,PEYER'S PATCH,"",,UNREMARKABLE,,32,CG
T103112-8,T103112-8-0004,M,"LYMPH NODE, MANDIBULAR","",,HEMORRHAGE,NON-NEOPLASTIC,30,CG
T103112-8,T103112-8-0004,M,ESOPHAGUS,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,SKIN,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,SPINAL CORD,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,HEART,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"NERVE, OPTIC","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, MAMMARY","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,SPLEEN,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,BRAIN,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,LUNG,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, PROSTATE","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,PEYER'S PATCH,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, ADRENAL","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"BONE, STERNUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,EYE,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, THYROID","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"BONE MARROW, FEMUR","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, SEMINAL VESICLE","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,LIVER,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, COAGULATING","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,TESTIS,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, PITUITARY","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,PANCREAS,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"ARTERY, AORTA",MINIMAL,1,FIBROSIS,NON-NEOPLASTIC,30,CG
T103112-8,T103112-8-0004,M,KIDNEY,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,SKIN,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,STOMACH,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"BONE, FEMUR","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"BONE MARROW, STERNUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,URETER,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,URINARY BLADDER,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, LACRIMAL","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,EPIDIDYMIS,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"MUSCLE, SKELETAL","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,TONGUE,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, HARDERIAN","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,LARYNX,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"NERVE, SCIATIC","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,THYMUS,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,TRACHEA,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0004,M,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0103,F,"ARTERY, AORTA","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"BONE, FEMUR","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, ADRENAL","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, MAMMARY","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"NERVE, SCIATIC","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,URINARY BLADDER,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,KIDNEY,MINIMAL,1,MINERALIZATION,NON-NEOPLASTIC,35,CG
T103112-8,T103112-8-0103,F,EYE,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, LACRIMAL","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,UTERUS,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,PANCREAS,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,OVARY,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,OVIDUCT,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,HEART,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,TONGUE,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,TRACHEA,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"NERVE, OPTIC","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,SPINAL CORD,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,SPLEEN,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,LIVER,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,PEYER'S PATCH,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, PITUITARY","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,LARYNX,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,THYMUS,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, THYROID","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"BONE MARROW, STERNUM","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, PARATHYROID","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,LUNG,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"MUSCLE, SKELETAL","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"BONE, STERNUM","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"GLAND, HARDERIAN","",,INFLAMMATION,NON-NEOPLASTIC,35,CG
T103112-8,T103112-8-0103,F,SKIN,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"BONE MARROW, FEMUR","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,BRAIN,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,SKIN,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,STOMACH,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,URETER,"",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,ESOPHAGUS,"",,,,35,CG
T103112-8,T103112-8-0103,F,KIDNEY,MILD,2,DILATATION,NON-NEOPLASTIC,35,CG
T103112-8,T103112-8-0103,F,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,35,CG
T103112-8,T103112-8-0103,F,VAGINA,"",,Cycle Proestrus,NON-NEOPLASTIC,35,CG
T103112-8,T103112-8-0003,M,EPIDIDYMIS,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,EYE,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,PANCREAS,MINIMAL,1,ATROPHY,NON-NEOPLASTIC,30,CG
T103112-8,T103112-8-0003,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,HEART,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"MUSCLE, SKELETAL","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,BRAIN,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, THYROID","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,LIVER,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,THYMUS,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,SKIN,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,SKIN,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, MAMMARY","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, SEMINAL VESICLE","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,URETER,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"BONE MARROW, STERNUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"BONE, FEMUR","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, COAGULATING","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,TRACHEA,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"BONE MARROW, FEMUR","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,ESOPHAGUS,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,LARYNX,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, LACRIMAL","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,KIDNEY,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"ARTERY, AORTA","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, PITUITARY","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,TONGUE,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"BONE, STERNUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, ADRENAL","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, HARDERIAN","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,LUNG,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,SPINAL CORD,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,PEYER'S PATCH,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,SPLEEN,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,STOMACH,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,TESTIS,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"NERVE, SCIATIC","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,URINARY BLADDER,"",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, PROSTATE","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0003,M,"NERVE, OPTIC","",,UNREMARKABLE,,30,CG
T103112-8,T103112-8-0006,M,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"MUSCLE, SKELETAL","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"BONE MARROW, FEMUR","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,LIVER,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, SEMINAL VESICLE","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,TESTIS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,KIDNEY,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, PROSTATE","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,EPIDIDYMIS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,URETER,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"BONE, STERNUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,HEART,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"NERVE, OPTIC","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,THYMUS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,BRAIN,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,SKIN,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,SPLEEN,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,TRACHEA,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, THYROID","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, HARDERIAN","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, MAMMARY","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,STOMACH,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"NERVE, SCIATIC","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,PANCREAS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,LUNG,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,ESOPHAGUS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, COAGULATING","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, PITUITARY","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,SKIN,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, LACRIMAL","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"ARTERY, AORTA","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,URINARY BLADDER,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"GLAND, ADRENAL","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,LARYNX,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,PEYER'S PATCH,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,SPINAL CORD,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"BONE MARROW, STERNUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,TONGUE,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,"BONE, FEMUR","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0006,M,EYE,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,LIVER,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,TRACHEA,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, PROSTATE",MINIMAL,1,INFILTRATE,NON-NEOPLASTIC,31,CG
T103112-8,T103112-8-0007,M,"BONE MARROW, STERNUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,BRAIN,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,EYE,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,KIDNEY,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,STOMACH,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"BONE, FEMUR","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,URETER,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,URINARY BLADDER,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"BONE MARROW, FEMUR","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,EPIDIDYMIS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, COAGULATING","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"LYMPH NODE, MANDIBULAR","",,HEMORRHAGE,NON-NEOPLASTIC,31,CG
T103112-8,T103112-8-0007,M,"ARTERY, AORTA","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,TONGUE,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,PEYER'S PATCH,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,TESTIS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"NERVE, SCIATIC","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,SPLEEN,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,PANCREAS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, HARDERIAN","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, SEMINAL VESICLE","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"BONE, STERNUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, ADRENAL","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,THYMUS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, MAMMARY","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, PITUITARY","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,HEART,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, LACRIMAL","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"NERVE, OPTIC","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"MUSCLE, SKELETAL","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,SPINAL CORD,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,SKIN,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,ESOPHAGUS,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"GLAND, THYROID","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,LARYNX,"",,UNREMARKABLE,,31,CG
T103112-8,T103112-8-0007,M,LUNG,"",,UNREMARKABLE,,31,CG
