SPREFID,USUBJID,MASPEC,MASEVN,MASEV,MAORRES,MALAT,MASTAT,MAREASND,MADY,MADTC,MATEST,MATESTCD,finding_is_unremarkable_or_incomplete,SEX,trial_set_description
T103239-8,T103239-8-0019,URETHRA,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,EYE,,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"GLAND, LACRIMAL",,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,HEART,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,LUNG,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,URINARY BLADDER,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,EPIDIDYMIS,,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"GLAND, SALIVARY",,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"MUSCLE, SKELETAL",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"GLAND, PROSTATE",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"LARGE INTESTINE, RECTUM",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"SMALL INTESTINE, JEJUNUM",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,EYELID,,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,SMALL INTESTINE,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"BONE, STERNUM",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"GLAND, MAMMARY",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"LYMPH NODE, MESENTERIC",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,PEYER'S PATCH,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,KIDNEY,,"",discoloration,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,0,M,CG
T103239-8,T103239-8-0019,"ARTERY, AORTA",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"GLAND, ADRENAL",,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"GLAND, THYROID",,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"LARGE INTESTINE, COLON",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"LYMPH NODE, ILIAC",,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,WHOLE ANIMAL,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"LYMPH NODE, MANDIBULAR",,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"BONE MARROW, FEMUR",,"",UNREMARKABLE,UNILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,URETER,,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"BONE MARROW, STERNUM",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,TONSIL,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,PANCREAS,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"BONE, FEMUR",,"",UNREMARKABLE,UNILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"LARGE INTESTINE, CECUM",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,LIVER,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,THYMUS,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,BODY CAVITY,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,TRACHEA,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,ESOPHAGUS,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"GLAND, PARATHYROID",,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"GLAND, SALIVARY, PAROTID",,"",UNREMARKABLE,BILATERAL,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,TONGUE,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,BRAIN,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0019,"SMALL INTESTINE, ILEUM",,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0081,WHOLE ANIMAL,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0004,WHOLE ANIMAL,,"",UNREMARKABLE,,,,29,2017-04-19 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0006,WHOLE ANIMAL,,"",UNREMARKABLE,,,,29,2017-04-19 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0074,"BONE MARROW, STERNUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,KIDNEY,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"SMALL INTESTINE, JEJUNUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,BRAIN,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,ESOPHAGUS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"NERVE, SCIATIC",,"",UNREMARKABLE,RIGHT,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"LYMPH NODE, MANDIBULAR",,"",discoloration red,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,0,F,CG
T103239-8,T103239-8-0074,"BONE MARROW, FEMUR",,"",UNREMARKABLE,UNILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, ADRENAL",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, LACRIMAL",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, MAMMARY",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"LARGE INTESTINE, CECUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"LYMPH NODE, MESENTERIC",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,PANCREAS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,STOMACH,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,THYMUS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,SPLEEN,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,UTERUS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,LARYNX,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, SALIVARY, PAROTID",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,TONSIL,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,URETER,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,URINARY BLADDER,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,EYELID,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, ZYMBAL",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,OVIDUCT,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,URETHRA,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, THYROID",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,OVARY,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,LARGE INTESTINE,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"LARGE INTESTINE, COLON",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, SALIVARY",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,HEAD,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,WHOLE ANIMAL,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, PITUITARY",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,LIVER,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"ARTERY, AORTA",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"BONE, FEMUR",,"",UNREMARKABLE,UNILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,NOSE,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,PEYER'S PATCH,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,TONGUE,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, PARATHYROID",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,LUNG,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"BONE, STERNUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"GLAND, HARDERIAN",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,SPINAL CORD,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,TRACHEA,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,EYE,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"LYMPH NODE, ILIAC",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"MUSCLE, SKELETAL",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,PHARYNX,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"SMALL INTESTINE, DUODENUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"LARGE INTESTINE, RECTUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,"SMALL INTESTINE, ILEUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,HEART,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,VAGINA,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,SMALL INTESTINE,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,BODY CAVITY,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0074,SKIN/SUBCUTIS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0089,WHOLE ANIMAL,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0092,WHOLE ANIMAL,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0083,WHOLE ANIMAL,,"",UNREMARKABLE,,,,30,2017-04-20 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0008,WHOLE ANIMAL,,"",UNREMARKABLE,,,,29,2017-04-19 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0014,WHOLE ANIMAL,,"",UNREMARKABLE,,,,58,2017-05-18 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103239-8,T103239-8-0075,"ARTERY, AORTA",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"BONE, STERNUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,LIVER,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,STOMACH,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,LUNG,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"MUSCLE, SKELETAL",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,OVARY,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,WHOLE ANIMAL,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,HEAD,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"LYMPH NODE, MESENTERIC",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,PEYER'S PATCH,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,UTERUS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,EYELID,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"GLAND, PITUITARY",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"LARGE INTESTINE, CECUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"LARGE INTESTINE, RECTUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"GLAND, ZYMBAL",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,LARYNX,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"GLAND, PARATHYROID",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,KIDNEY,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"LYMPH NODE, MANDIBULAR",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,OVIDUCT,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,SKIN/SUBCUTIS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,THYMUS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"BONE MARROW, FEMUR",,"",UNREMARKABLE,UNILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,EYE,,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,BODY CAVITY,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"GLAND, MAMMARY",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"SMALL INTESTINE, DUODENUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,SPINAL CORD,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,URETHRA,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"LARGE INTESTINE, COLON",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,SPLEEN,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"GLAND, ADRENAL",,"",size increased,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,0,F,CG
T103239-8,T103239-8-0075,"GLAND, SALIVARY",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,PANCREAS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"GLAND, LACRIMAL",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,NOSE,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"SMALL INTESTINE, ILEUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"LYMPH NODE, ILIAC",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,BRAIN,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,ESOPHAGUS,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,LARGE INTESTINE,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"NERVE, SCIATIC",,"",UNREMARKABLE,RIGHT,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,SMALL INTESTINE,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"SMALL INTESTINE, JEJUNUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"BONE MARROW, STERNUM",,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"GLAND, THYROID",,"",UNREMARKABLE,BILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,PHARYNX,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,VAGINA,,"",UNREMARKABLE,,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103239-8,T103239-8-0075,"BONE, FEMUR",,"",UNREMARKABLE,UNILATERAL,,,31,2017-04-21 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
