SPREFID,USUBJID,CLLOC,STUDY_WEEK,CLORRES,CLRESCAT,CLSTAT,CLREASND,CLCAT,CLSEV,CLRFTDTC,CLTPTNUM,CLDY,SEX,trial_set_description
T104349-1,T104349-1-0077,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Pupil Reflex,,2019-05-10 10:59:00.000,5,25,F,CG
T104349-1,T104349-1-0077,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Slit-Lamp Observation,,2019-05-10 11:00:00.000,6,25,F,CG
T104349-1,T104349-1-0077,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-11 07:28:00.000,1,26,F,CG
T104349-1,T104349-1-0077,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-11 09:52:00.000,2,26,F,CG
T104349-1,T104349-1-0077,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-13 08:07:00.000,1,28,F,CG
T104349-1,T104349-1-0077,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-13 09:18:00.000,2,28,F,CG
T104349-1,T104349-1-0077,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-09 08:07:00.000,1,24,F,CG
T104349-1,T104349-1-0077,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-09 09:45:00.000,2,24,F,CG
T104349-1,T104349-1-0077,,,NORMAL,CLINICAL SIGNS,,,Open Field Observation,,2019-05-09 08:07:00.000,3,24,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-30 07:01:00.000,1,15,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-30 09:32:00.000,2,15,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-01 08:34:00.000,1,16,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-01 10:39:00.000,2,16,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-02 09:29:00.000,1,17,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-02 11:30:00.000,2,17,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Open Field Observation,,2019-05-02 09:29:00.000,3,17,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-27 07:02:00.000,1,12,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-27 09:09:00.000,2,12,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-29 06:47:00.000,1,14,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-29 08:33:00.000,2,14,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-26 07:30:00.000,1,11,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-26 10:04:00.000,2,11,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-28 07:04:00.000,1,13,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-28 09:37:00.000,2,13,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-24 07:09:00.000,1,9,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-24 08:35:00.000,2,9,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-25 08:41:00.000,1,10,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-25 10:57:00.000,2,10,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Open Field Observation,,2019-04-25 08:41:00.000,3,10,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-21 06:39:00.000,1,6,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-21 08:16:00.000,2,6,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-20 06:55:00.000,1,5,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-20 08:41:00.000,2,5,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-23 07:04:00.000,1,8,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-23 09:13:00.000,2,8,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-22 06:43:00.000,1,7,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-22 08:19:00.000,2,7,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-18 08:29:00.000,1,3,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-18 11:02:00.000,2,3,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Open Field Observation,,2019-04-18 08:29:00.000,3,3,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-15 07:31:00.000,,-1,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Open Field Observation,,2019-04-15 07:32:00.000,,-1,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-08 06:53:00.000,,-8,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-17 08:42:00.000,1,2,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-17 10:28:00.000,2,2,F,CG
T104349-1,T104349-1-0079,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology With Ophthalmoscope,,2019-04-09 08:56:00.000,,-7,F,CG
T104349-1,T104349-1-0079,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Pupil Reflex,,2019-04-09 08:55:00.000,,-7,F,CG
T104349-1,T104349-1-0079,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Slit-Lamp Observation,,2019-04-09 08:56:00.000,,-7,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-16 09:02:00.000,1,1,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-16 10:25:00.000,2,1,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-19 07:02:00.000,1,4,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-04-19 08:49:00.000,2,4,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-07 07:11:00.000,1,22,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-07 09:51:00.000,2,22,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-04 09:14:00.000,1,19,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-04 10:57:00.000,2,19,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-03 07:13:00.000,1,18,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-03 08:41:00.000,2,18,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-06 07:27:00.000,1,21,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-06 09:05:00.000,2,21,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-08 07:30:00.000,1,23,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-08 10:10:00.000,2,23,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-05 09:22:00.000,1,20,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-05 11:13:00.000,2,20,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-15 06:56:00.000,1,30,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-15 08:08:00.000,2,30,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-16 09:11:00.000,1,31,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-16 10:18:00.000,2,31,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-14 07:34:00.000,1,29,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-14 08:53:00.000,2,29,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-12 07:45:00.000,1,27,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-12 10:04:00.000,2,27,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-10 07:35:00.000,1,25,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-10 09:01:00.000,2,25,F,CG
T104349-1,T104349-1-0079,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology With Ophthalmoscope,,2019-05-10 11:01:00.000,4,25,F,CG
T104349-1,T104349-1-0079,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Pupil Reflex,,2019-05-10 11:01:00.000,5,25,F,CG
T104349-1,T104349-1-0079,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Slit-Lamp Observation,,2019-05-10 11:01:00.000,6,25,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-11 07:29:00.000,1,26,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-11 09:52:00.000,2,26,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-13 08:08:00.000,1,28,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-13 09:18:00.000,2,28,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-09 08:09:00.000,1,24,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2019-05-09 09:45:00.000,2,24,F,CG
T104349-1,T104349-1-0079,,,NORMAL,CLINICAL SIGNS,,,Open Field Observation,,2019-05-09 08:09:00.000,3,24,F,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-25 08:58:34.000,2,6,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-22 09:42:42.000,2,3,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-24 09:11:16.000,2,5,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-20 07:12:34.000,1,1,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-23 10:38:51.000,2,4,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-05 08:41:45.000,1,17,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-28 11:05:40.000,2,9,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Open-Field Observation,,2018-03-26 07:23:20.000,3,7,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-02 10:02:56.000,1,14,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-04 08:24:35.000,1,16,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-07 11:25:50.000,2,19,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-27 07:15:35.000,1,8,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-26 07:23:19.000,1,7,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Open-Field Observation,,2018-03-19 07:45:32.000,3,-1,M,CG
T103815-8,T103815-8-0001,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology with Ophthalmoscope,,2018-03-16 08:09:26.000,6,-4,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-08 09:47:12.000,2,20,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-31 06:58:36.000,1,12,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-01 10:44:50.000,1,13,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-03 08:09:46.000,1,15,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-08 06:49:02.000,1,20,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-29 07:29:42.000,1,10,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-29 10:05:36.000,2,10,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-06 07:16:05.000,1,18,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-07 08:53:38.000,1,19,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-28 08:15:14.000,1,9,M,CG
T103815-8,T103815-8-0001,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Pupil Reflex,,2018-03-16 07:54:56.000,4,-4,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-04 10:15:27.000,2,16,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-01 12:58:51.000,2,13,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-03 10:15:34.000,2,15,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-31 09:31:07.000,2,12,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-30 13:15:25.000,2,11,M,CG
T103815-8,T103815-8-0001,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Slit-Lamp Observation,,2018-03-16 08:09:28.000,5,-4,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-02 13:02:22.000,2,14,M,CG
T103815-8,T103815-8-0001,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Pupil Reflex,,2018-04-13 10:18:42.000,4,25,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-30 10:27:23.000,1,11,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-06 10:12:18.000,2,18,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-27 10:07:05.000,2,8,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-05 10:27:22.000,2,17,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-26 10:32:55.000,2,7,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-13 08:26:24.000,1,25,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Open-Field Observation,,2018-04-16 12:14:16.000,3,28,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-10 10:38:50.000,2,22,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-16 13:47:54.000,2,28,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-09 10:51:19.000,2,21,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-15 07:41:39.000,1,27,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-12 12:48:57.000,2,24,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-17 11:45:18.000,2,29,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-09 07:56:33.000,1,21,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Open-Field Observation,,2018-04-09 07:56:33.000,3,21,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-16 12:14:15.000,1,28,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-14 09:26:31.000,2,26,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-11 10:37:54.000,2,23,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-12 10:46:48.000,1,24,M,CG
T103815-8,T103815-8-0001,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology with Ophthalmoscope,,2018-04-13 10:18:43.000,6,25,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-15 09:16:03.000,2,27,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Open-Field Observation,,2018-04-02 10:02:56.000,3,14,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-10 07:52:12.000,1,22,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-11 07:39:59.000,1,23,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-14 07:40:46.000,1,26,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-21 10:37:26.000,2,2,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-20 10:22:44.000,2,1,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-25 07:17:24.000,1,6,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-24 07:15:40.000,1,5,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-13 09:55:24.000,2,25,M,CG
T103815-8,T103815-8-0001,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Slit-Lamp Observation,,2018-04-13 10:18:44.000,5,25,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-17 09:58:18.000,1,29,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-22 07:20:26.000,1,3,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-23 07:53:28.000,1,4,M,CG
T103815-8,T103815-8-0001,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-21 07:44:09.000,1,2,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-23 07:59:59.000,1,4,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-22 07:29:03.000,1,3,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-21 07:51:30.000,1,2,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-22 09:42:49.000,2,3,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-24 09:11:22.000,2,5,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-20 07:21:14.000,1,1,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-23 10:38:57.000,2,4,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-08 09:47:18.000,2,20,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Open-Field Observation,,2018-03-26 07:27:59.000,3,7,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-03 08:14:22.000,1,15,M,CG
T103815-8,T103815-8-0010,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology with Ophthalmoscope,,2018-03-16 08:20:53.000,6,-4,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-26 07:27:59.000,1,7,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Open-Field Observation,,2018-03-19 07:50:06.000,3,-1,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-31 07:05:27.000,1,12,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-01 10:47:52.000,1,13,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-05 08:47:08.000,1,17,M,CG
T103815-8,T103815-8-0010,,,NORMAL,OPHTHALMOLOGY,,,Ophthalmology Slit-Lamp Observation,,2018-03-16 08:20:54.000,5,-4,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-02 13:02:27.000,2,14,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-07 08:59:36.000,1,19,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-28 08:20:43.000,1,9,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-29 10:05:42.000,2,10,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-06 07:24:30.000,1,18,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-27 07:22:13.000,1,8,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-04 10:15:33.000,2,16,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-25 08:58:39.000,2,6,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-01 12:58:56.000,2,13,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-03 10:15:39.000,2,15,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-31 09:31:12.000,2,12,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-08 06:54:20.000,1,20,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-29 07:28:46.000,1,10,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-30 13:15:31.000,2,11,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-04-06 10:12:24.000,2,18,M,CG
T103815-8,T103815-8-0010,,,NORMAL,CLINICAL SIGNS,,,Detailed Clinical Observation,,2018-03-27 10:07:13.000,2,8,M,CG
