SPREFID,USUBJID,LBTEST,LBTESTCD,LBCAT,LBORRES,LBORRESU,LBMETHOD,LBSPEC,LBDY,trial_set_description,SEX
T103165-6,T103165-6-0007,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0.2,U/l,iBroker:gamma-GT,SERUM,28,CG,M
T103165-6,T103165-6-0010,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0.2,U/l,iBroker:gamma-GT,SERUM,28,CG,M
T103165-6,T103165-6-0008,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0.5,U/l,iBroker:gamma-GT,SERUM,28,CG,M
T103165-6,T103165-6-0006,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,28,CG,M
T103165-6,T103165-6-0003,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,28,CG,M
T103165-6,T103165-6-0005,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0.1,U/l,iBroker:gamma-GT,SERUM,28,CG,M
T103165-6,T103165-6-0008,Glucose,GLUC,CLINICAL CHEMISTRY,5.34,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0006,Glucose,GLUC,CLINICAL CHEMISTRY,4.48,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0003,Glucose,GLUC,CLINICAL CHEMISTRY,5.02,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0005,Glucose,GLUC,CLINICAL CHEMISTRY,4.85,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0001,Glucose,GLUC,CLINICAL CHEMISTRY,4.62,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0004,Glucose,GLUC,CLINICAL CHEMISTRY,4.6,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0009,Glucose,GLUC,CLINICAL CHEMISTRY,4.62,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0002,Glucose,GLUC,CLINICAL CHEMISTRY,5.17,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0007,Glucose,GLUC,CLINICAL CHEMISTRY,5.51,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0010,Glucose,GLUC,CLINICAL CHEMISTRY,5.35,mmol/l,iBroker:GLUC-wb,SERUM,28,CG,M
T103165-6,T103165-6-0017,Prothrombin Time,PT,COAGULATION,9.2,sec,iBroker:PT,PLASMA,56,CG,M
T103165-6,T103165-6-0022,Prothrombin Time,PT,COAGULATION,8.8,sec,iBroker:PT,PLASMA,56,CG,M
T103165-6,T103165-6-0019,Prothrombin Time,PT,COAGULATION,9.1,sec,iBroker:PT,PLASMA,56,CG,M
T103165-6,T103165-6-0018,Prothrombin Time,PT,COAGULATION,9.1,sec,iBroker:PT,PLASMA,56,CG,M
T103165-6,T103165-6-0021,Prothrombin Time,PT,COAGULATION,8.9,sec,iBroker:PT,PLASMA,56,CG,M
T103165-6,T103165-6-0020,Prothrombin Time,PT,COAGULATION,9.2,sec,iBroker:PT,PLASMA,56,CG,M
T103165-6,T103165-6-0096,Activated Partial Thromboplastin Time,APTT,COAGULATION,14,sec,iBroker:PTT,PLASMA,56,CG,F
T103165-6,T103165-6-0093,Activated Partial Thromboplastin Time,APTT,COAGULATION,14.5,sec,iBroker:PTT,PLASMA,56,CG,F
T103165-6,T103165-6-0094,Activated Partial Thromboplastin Time,APTT,COAGULATION,13.8,sec,iBroker:PTT,PLASMA,56,CG,F
T103165-6,T103165-6-0097,Activated Partial Thromboplastin Time,APTT,COAGULATION,14.3,sec,iBroker:PTT,PLASMA,56,CG,F
T103165-6,T103165-6-0098,Activated Partial Thromboplastin Time,APTT,COAGULATION,13.9,sec,iBroker:PTT,PLASMA,56,CG,F
T103165-6,T103165-6-0095,Activated Partial Thromboplastin Time,APTT,COAGULATION,14,sec,iBroker:PTT,PLASMA,56,CG,F
T103165-6,T103165-6-0078,Protein,PROT,URINALYSIS,0.9,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0079,Protein,PROT,URINALYSIS,1.3,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0080,Protein,PROT,URINALYSIS,0.8,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0082,Protein,PROT,URINALYSIS,1.2,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0081,Protein,PROT,URINALYSIS,1,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0077,Protein,PROT,URINALYSIS,0.5,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0086,Protein,PROT,URINALYSIS,1.1,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0084,Protein,PROT,URINALYSIS,0.9,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0085,Protein,PROT,URINALYSIS,1.2,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0083,Protein,PROT,URINALYSIS,1,mg,iBroker:PROT*UVOL,URINE,24,CG,F
T103165-6,T103165-6-0078,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.28,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0079,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.22,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0080,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.17,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0082,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.5,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0081,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.23,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0077,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.17,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0086,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.44,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0084,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.35,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0085,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.19,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0083,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.51,nmol/l,iBroker:T3,SERUM,29,CG,F
T103165-6,T103165-6-0096,Thyroxine,T4,CLINICAL CHEMISTRY,76,nmol/l,iBroker:T4,SERUM,56,CG,F
T103165-6,T103165-6-0093,Thyroxine,T4,CLINICAL CHEMISTRY,53,nmol/l,iBroker:T4,SERUM,56,CG,F
T103165-6,T103165-6-0094,Thyroxine,T4,CLINICAL CHEMISTRY,46,nmol/l,iBroker:T4,SERUM,56,CG,F
T103165-6,T103165-6-0097,Thyroxine,T4,CLINICAL CHEMISTRY,55,nmol/l,iBroker:T4,SERUM,56,CG,F
T103165-6,T103165-6-0098,Thyroxine,T4,CLINICAL CHEMISTRY,45,nmol/l,iBroker:T4,SERUM,56,CG,F
T103165-6,T103165-6-0095,Thyroxine,T4,CLINICAL CHEMISTRY,46,nmol/l,iBroker:T4,SERUM,56,CG,F
T103165-6,T103165-6-0077,Triglycerides,TRIG,CLINICAL CHEMISTRY,0.76,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0086,Triglycerides,TRIG,CLINICAL CHEMISTRY,0.73,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0084,Triglycerides,TRIG,CLINICAL CHEMISTRY,0.95,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0085,Triglycerides,TRIG,CLINICAL CHEMISTRY,0.75,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0083,Triglycerides,TRIG,CLINICAL CHEMISTRY,0.88,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0078,Triglycerides,TRIG,CLINICAL CHEMISTRY,1.41,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0079,Triglycerides,TRIG,CLINICAL CHEMISTRY,0.75,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0080,Triglycerides,TRIG,CLINICAL CHEMISTRY,0.91,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0082,Triglycerides,TRIG,CLINICAL CHEMISTRY,1.13,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0081,Triglycerides,TRIG,CLINICAL CHEMISTRY,0.97,mmol/l,iBroker:TRIGL,SERUM,29,CG,F
T103165-6,T103165-6-0008,ALD,ALD,ORGAN,119.4,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0006,ALD,ALD,ORGAN,117.7,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0003,ALD,ALD,ORGAN,122.7,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0005,ALD,ALD,ORGAN,105.5,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0001,ALD,ALD,ORGAN,161.2,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0004,ALD,ALD,ORGAN,120.2,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0009,ALD,ALD,ORGAN,171.5,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0002,ALD,ALD,ORGAN,149.4,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0007,ALD,ALD,ORGAN,140.7,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0010,ALD,ALD,ORGAN,91.1,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,29,CG,M
T103165-6,T103165-6-0008,Creatine Kinase,CK,CLINICAL CHEMISTRY,829,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0006,Creatine Kinase,CK,CLINICAL CHEMISTRY,487,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0003,Creatine Kinase,CK,CLINICAL CHEMISTRY,932,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0005,Creatine Kinase,CK,CLINICAL CHEMISTRY,596,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0001,Creatine Kinase,CK,CLINICAL CHEMISTRY,1416,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0004,Creatine Kinase,CK,CLINICAL CHEMISTRY,702,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0009,Creatine Kinase,CK,CLINICAL CHEMISTRY,1165,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0002,Creatine Kinase,CK,CLINICAL CHEMISTRY,629,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0007,Creatine Kinase,CK,CLINICAL CHEMISTRY,1843,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0010,Creatine Kinase,CK,CLINICAL CHEMISTRY,2908,U/l,iBroker:CK,SERUM,3,CG,M
T103165-6,T103165-6-0008,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,5.9,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0006,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,5.4,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0003,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,5.9,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0005,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,6.1,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0001,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,8.8,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0004,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,4.2,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0009,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,5.4,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0002,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,8.9,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0007,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,4.8,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0010,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,6.1,U/l,iBroker:GLDH,SERUM,3,CG,M
T103165-6,T103165-6-0008,Hemoglobin,HGB,HEMATOLOGY,156,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0006,Hemoglobin,HGB,HEMATOLOGY,160,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0003,Hemoglobin,HGB,HEMATOLOGY,170,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0005,Hemoglobin,HGB,HEMATOLOGY,164,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0001,Hemoglobin,HGB,HEMATOLOGY,161,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0004,Hemoglobin,HGB,HEMATOLOGY,157,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0009,Hemoglobin,HGB,HEMATOLOGY,157,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0002,Hemoglobin,HGB,HEMATOLOGY,161,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0007,Hemoglobin,HGB,HEMATOLOGY,169,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0010,Hemoglobin,HGB,HEMATOLOGY,156,g/l,iBroker:HB,PLASMA,28,CG,M
T103165-6,T103165-6-0001,Potassium,K,CLINICAL CHEMISTRY,4.3,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0004,Potassium,K,CLINICAL CHEMISTRY,5,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0009,Potassium,K,CLINICAL CHEMISTRY,4.4,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0002,Potassium,K,CLINICAL CHEMISTRY,5.1,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0007,Potassium,K,CLINICAL CHEMISTRY,4.9,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0010,Potassium,K,CLINICAL CHEMISTRY,4.6,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0008,Potassium,K,CLINICAL CHEMISTRY,4.5,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0006,Potassium,K,CLINICAL CHEMISTRY,4.7,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0003,Potassium,K,CLINICAL CHEMISTRY,5.4,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0005,Potassium,K,CLINICAL CHEMISTRY,4.4,mmol/l,iBroker:K,SERUM,28,CG,M
T103165-6,T103165-6-0077,Potassium,K,CLINICAL CHEMISTRY,4.2,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0086,Potassium,K,CLINICAL CHEMISTRY,4,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0084,Potassium,K,CLINICAL CHEMISTRY,4.1,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0085,Potassium,K,CLINICAL CHEMISTRY,4,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0083,Potassium,K,CLINICAL CHEMISTRY,4.2,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0078,Potassium,K,CLINICAL CHEMISTRY,4.3,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0079,Potassium,K,CLINICAL CHEMISTRY,4.1,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0080,Potassium,K,CLINICAL CHEMISTRY,4.9,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0082,Potassium,K,CLINICAL CHEMISTRY,3.9,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0081,Potassium,K,CLINICAL CHEMISTRY,4,mmol/l,iBroker:K,SERUM,29,CG,F
T103165-6,T103165-6-0077,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,483,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0086,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,618,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0084,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,922,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0085,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,601,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0083,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,1149,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0078,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,510,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0079,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,390,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0080,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,585,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0082,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,556,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0081,Lactate Dehydrogenase,LDH,CLINICAL CHEMISTRY,429,U/l,iBroker:LDH,SERUM,29,CG,F
T103165-6,T103165-6-0098,Osmolality,OSMLTY,URINALYSIS,795,mosm/kg,iBroker:Osmolality urine,URINE,53,CG,F
T103165-6,T103165-6-0095,Osmolality,OSMLTY,URINALYSIS,484,mosm/kg,iBroker:Osmolality urine,URINE,53,CG,F
T103165-6,T103165-6-0096,Osmolality,OSMLTY,URINALYSIS,514,mosm/kg,iBroker:Osmolality urine,URINE,53,CG,F
T103165-6,T103165-6-0093,Osmolality,OSMLTY,URINALYSIS,800,mosm/kg,iBroker:Osmolality urine,URINE,53,CG,F
T103165-6,T103165-6-0094,Osmolality,OSMLTY,URINALYSIS,913,mosm/kg,iBroker:Osmolality urine,URINE,53,CG,F
T103165-6,T103165-6-0097,Osmolality,OSMLTY,URINALYSIS,770,mosm/kg,iBroker:Osmolality urine,URINE,53,CG,F
T103165-6,T103165-6-0096,Phosphate,PHOS,CLINICAL CHEMISTRY,1.26,mmol/l,iBroker:P,SERUM,56,CG,F
T103165-6,T103165-6-0093,Phosphate,PHOS,CLINICAL CHEMISTRY,1.92,mmol/l,iBroker:P,SERUM,56,CG,F
T103165-6,T103165-6-0094,Phosphate,PHOS,CLINICAL CHEMISTRY,1.7,mmol/l,iBroker:P,SERUM,56,CG,F
T103165-6,T103165-6-0097,Phosphate,PHOS,CLINICAL CHEMISTRY,1.61,mmol/l,iBroker:P,SERUM,56,CG,F
T103165-6,T103165-6-0098,Phosphate,PHOS,CLINICAL CHEMISTRY,0.93,mmol/l,iBroker:P,SERUM,56,CG,F
T103165-6,T103165-6-0095,Phosphate,PHOS,CLINICAL CHEMISTRY,1.41,mmol/l,iBroker:P,SERUM,56,CG,F
T103165-6,T103165-6-0096,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.55,nmol/l,iBroker:T3,SERUM,56,CG,F
T103165-6,T103165-6-0093,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.23,nmol/l,iBroker:T3,SERUM,56,CG,F
T103165-6,T103165-6-0094,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.41,nmol/l,iBroker:T3,SERUM,56,CG,F
T103165-6,T103165-6-0097,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.44,nmol/l,iBroker:T3,SERUM,56,CG,F
T103165-6,T103165-6-0098,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.33,nmol/l,iBroker:T3,SERUM,56,CG,F
T103165-6,T103165-6-0095,Triiodothyronine,T3,CLINICAL CHEMISTRY,1.24,nmol/l,iBroker:T3,SERUM,56,CG,F
T103165-6,T103165-6-0001,Activated Partial Thromboplastin Time,APTT,COAGULATION,14.4,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0004,Activated Partial Thromboplastin Time,APTT,COAGULATION,12.1,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0009,Activated Partial Thromboplastin Time,APTT,COAGULATION,13,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0002,Activated Partial Thromboplastin Time,APTT,COAGULATION,13.2,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0007,Activated Partial Thromboplastin Time,APTT,COAGULATION,13.8,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0010,Activated Partial Thromboplastin Time,APTT,COAGULATION,13.4,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0008,Activated Partial Thromboplastin Time,APTT,COAGULATION,13.9,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0006,Activated Partial Thromboplastin Time,APTT,COAGULATION,13.8,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0003,Activated Partial Thromboplastin Time,APTT,COAGULATION,13.7,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0005,Activated Partial Thromboplastin Time,APTT,COAGULATION,13.6,sec,iBroker:PTT,PLASMA,28,CG,M
T103165-6,T103165-6-0018,Creatine Kinase,CK,CLINICAL CHEMISTRY,754,U/l,iBroker:CK,SERUM,56,CG,M
T103165-6,T103165-6-0021,Creatine Kinase,CK,CLINICAL CHEMISTRY,761,U/l,iBroker:CK,SERUM,56,CG,M
T103165-6,T103165-6-0020,Creatine Kinase,CK,CLINICAL CHEMISTRY,884,U/l,iBroker:CK,SERUM,56,CG,M
T103165-6,T103165-6-0017,Creatine Kinase,CK,CLINICAL CHEMISTRY,1046,U/l,iBroker:CK,SERUM,56,CG,M
T103165-6,T103165-6-0022,Creatine Kinase,CK,CLINICAL CHEMISTRY,715,U/l,iBroker:CK,SERUM,56,CG,M
T103165-6,T103165-6-0019,Creatine Kinase,CK,CLINICAL CHEMISTRY,485,U/l,iBroker:CK,SERUM,56,CG,M
T103165-6,T103165-6-0008,Creatinine,CREAT,URINALYSIS,44,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0006,Creatinine,CREAT,URINALYSIS,28,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0003,Creatinine,CREAT,URINALYSIS,38,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0005,Creatinine,CREAT,URINALYSIS,37,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0001,Creatinine,CREAT,URINALYSIS,32,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0004,Creatinine,CREAT,URINALYSIS,44,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0009,Creatinine,CREAT,URINALYSIS,45,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0002,Creatinine,CREAT,URINALYSIS,45,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0007,Creatinine,CREAT,URINALYSIS,34,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0010,Creatinine,CREAT,URINALYSIS,29,µmol,iBroker:CRE*UVOL,URINE,23,CG,M
T103165-6,T103165-6-0001,Fibrinogen,FIBRINO,COAGULATION,2.62,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0004,Fibrinogen,FIBRINO,COAGULATION,2.56,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0009,Fibrinogen,FIBRINO,COAGULATION,2.49,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0002,Fibrinogen,FIBRINO,COAGULATION,2.79,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0007,Fibrinogen,FIBRINO,COAGULATION,2.7,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0010,Fibrinogen,FIBRINO,COAGULATION,2.56,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0008,Fibrinogen,FIBRINO,COAGULATION,2.67,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0006,Fibrinogen,FIBRINO,COAGULATION,2.54,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0003,Fibrinogen,FIBRINO,COAGULATION,2.54,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0005,Fibrinogen,FIBRINO,COAGULATION,2.76,g/l,iBroker:FIBR,PLASMA,28,CG,M
T103165-6,T103165-6-0001,Reticulocytes,RETI,HEMATOLOGY,2.5,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0004,Reticulocytes,RETI,HEMATOLOGY,2.1,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0009,Reticulocytes,RETI,HEMATOLOGY,2,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0002,Reticulocytes,RETI,HEMATOLOGY,2.4,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0007,Reticulocytes,RETI,HEMATOLOGY,1.6,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0010,Reticulocytes,RETI,HEMATOLOGY,2.1,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0008,Reticulocytes,RETI,HEMATOLOGY,1.8,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0006,Reticulocytes,RETI,HEMATOLOGY,1.8,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0003,Reticulocytes,RETI,HEMATOLOGY,2.2,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0005,Reticulocytes,RETI,HEMATOLOGY,2.1,%,iBroker:RETI,PLASMA,28,CG,M
T103165-6,T103165-6-0098,ALD,ALD,ORGAN,28.7,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,58,CG,F
T103165-6,T103165-6-0095,ALD,ALD,ORGAN,24,nmol/(g*min),iBroker:ALD,Liver Bio Chemie,58,CG,F
