SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX,trial_set_description
HCD-03,HCD-03-0089,,,,WEIGHT,Weight,THYMUS,0.44,g,44,F,CG
HCD-03,HCD-03-0089,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.24127,%,44,F,CG
HCD-03,HCD-03-0089,,,,WEIGHT,Weight,SPLEEN,0.6,g,44,F,CG
HCD-03,HCD-03-0089,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.04021,%,44,F,CG
HCD-03,HCD-03-0089,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.1,g,44,F,CG
HCD-03,HCD-03-0089,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.23322,%,44,F,CG
HCD-03,HCD-03-0089,,,,WEIGHT,Weight,UTERUS,0.58,g,44,F,CG
HCD-03,HCD-03-0089,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.7439,%,44,F,CG
HCD-03,HCD-03-0089,,,,WEIGHT,Weight,KIDNEY,1.85,g,44,F,CG
HCD-03,HCD-03-0089,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.8241,%,44,F,CG
HCD-03,HCD-03-0089,,,,WEIGHT,Weight,LIVER,9.51,g,44,F,CG
HCD-03,HCD-03-0089,,,,OWBW,Organ to Body Weight Ratio,HEART,0.39407,%,44,F,CG
HCD-03,HCD-03-0089,,,,WEIGHT,Weight,HEART,0.98,g,44,F,CG
HCD-03,HCD-03-0089,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.82835,%,44,F,CG
HCD-03,HCD-03-0089,,,,WEIGHT,Weight,BRAIN,2.06,g,44,F,CG
HCD-03,HCD-03-0090,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.14385,%,44,F,CG
HCD-03,HCD-03-0090,,,,WEIGHT,Weight,THYMUS,0.33,g,44,F,CG
HCD-03,HCD-03-0090,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.2136,%,44,F,CG
HCD-03,HCD-03-0090,,,,WEIGHT,Weight,SPLEEN,0.49,g,44,F,CG
HCD-03,HCD-03-0090,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03923,%,44,F,CG
HCD-03,HCD-03-0090,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.09,g,44,F,CG
HCD-03,HCD-03-0090,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.23104,%,44,F,CG
HCD-03,HCD-03-0090,,,,WEIGHT,Weight,UTERUS,0.53,g,44,F,CG
HCD-03,HCD-03-0090,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.72362,%,44,F,CG
HCD-03,HCD-03-0090,,,,WEIGHT,Weight,KIDNEY,1.66,g,44,F,CG
HCD-03,HCD-03-0090,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1935,%,44,F,CG
HCD-03,HCD-03-0090,,,,WEIGHT,Weight,LIVER,9.62,g,44,F,CG
HCD-03,HCD-03-0090,,,,OWBW,Organ to Body Weight Ratio,HEART,0.38361,%,44,F,CG
HCD-03,HCD-03-0090,,,,WEIGHT,Weight,HEART,0.88,g,44,F,CG
HCD-03,HCD-03-0090,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.75849,%,44,F,CG
HCD-03,HCD-03-0090,,,,WEIGHT,Weight,BRAIN,1.74,g,44,F,CG
HCD-03,HCD-03-0078,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.08,g,32,F,CG
HCD-03,HCD-03-0078,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.36438,%,32,F,CG
HCD-03,HCD-03-0078,,,,WEIGHT,Weight,UTERUS,0.777,g,32,F,CG
HCD-03,HCD-03-0078,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.80098,%,32,F,CG
HCD-03,HCD-03-0078,,,,WEIGHT,Weight,KIDNEY,1.708,g,32,F,CG
HCD-03,HCD-03-0078,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.6103,%,32,F,CG
HCD-03,HCD-03-0078,,,,WEIGHT,Weight,LIVER,9.831,g,32,F,CG
HCD-03,HCD-03-0078,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33578,%,32,F,CG
HCD-03,HCD-03-0078,,,,WEIGHT,Weight,HEART,0.716,g,32,F,CG
HCD-03,HCD-03-0078,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.91822,%,32,F,CG
HCD-03,HCD-03-0078,,,,WEIGHT,Weight,BRAIN,1.958,g,32,F,CG
HCD-03,HCD-03-0078,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.15992,%,32,F,CG
HCD-03,HCD-03-0078,,,,WEIGHT,Weight,THYMUS,0.341,g,32,F,CG
HCD-03,HCD-03-0078,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.25465,%,32,F,CG
HCD-03,HCD-03-0078,,,,WEIGHT,Weight,SPLEEN,0.543,g,32,F,CG
HCD-03,HCD-03-0078,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03752,%,32,F,CG
HCD-03,HCD-03-0083,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.24378,%,31,F,CG
HCD-03,HCD-03-0083,,,,WEIGHT,Weight,THYMUS,0.498,g,31,F,CG
HCD-03,HCD-03-0083,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.25846,%,31,F,CG
HCD-03,HCD-03-0083,,,,WEIGHT,Weight,SPLEEN,0.528,g,31,F,CG
HCD-03,HCD-03-0083,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03573,%,31,F,CG
HCD-03,HCD-03-0083,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.073,g,31,F,CG
HCD-03,HCD-03-0083,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.2663,%,31,F,CG
HCD-03,HCD-03-0083,,,,WEIGHT,Weight,UTERUS,0.544,g,31,F,CG
HCD-03,HCD-03-0083,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.89288,%,31,F,CG
HCD-03,HCD-03-0083,,,,WEIGHT,Weight,KIDNEY,1.824,g,31,F,CG
HCD-03,HCD-03-0083,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1555,%,31,F,CG
HCD-03,HCD-03-0083,,,,WEIGHT,Weight,LIVER,8.489,g,31,F,CG
HCD-03,HCD-03-0083,,,,OWBW,Organ to Body Weight Ratio,HEART,0.37644,%,31,F,CG
HCD-03,HCD-03-0083,,,,WEIGHT,Weight,HEART,0.769,g,31,F,CG
HCD-03,HCD-03-0083,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.9105,%,31,F,CG
HCD-03,HCD-03-0083,,,,WEIGHT,Weight,BRAIN,1.86,g,31,F,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.14652,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,THYMUS,0.436,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.25843,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,SPLEEN,0.769,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.0168,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.05,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.38648,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.15,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.23659,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.704,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.40025,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,EPIDIDYMIS,1.191,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.1023,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,TESTIS,3.28,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.85058,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,KIDNEY,2.531,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7465,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,LIVER,11.148,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,HEART,0.34514,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,HEART,1.027,g,31,M,CG
HCD-03,HCD-03-0010,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.64961,%,31,M,CG
HCD-03,HCD-03-0010,,,,WEIGHT,Weight,BRAIN,1.933,g,31,M,CG
HCD-03,HCD-03-0075,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.19319,%,32,F,CG
HCD-03,HCD-03-0075,,,,WEIGHT,Weight,THYMUS,0.426,g,32,F,CG
HCD-03,HCD-03-0075,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.32923,%,32,F,CG
HCD-03,HCD-03-0075,,,,WEIGHT,Weight,SPLEEN,0.726,g,32,F,CG
HCD-03,HCD-03-0075,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03174,%,32,F,CG
HCD-03,HCD-03-0075,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.07,g,32,F,CG
HCD-03,HCD-03-0075,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.28026,%,32,F,CG
HCD-03,HCD-03-0075,,,,WEIGHT,Weight,UTERUS,0.618,g,32,F,CG
HCD-03,HCD-03-0075,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.72468,%,32,F,CG
HCD-03,HCD-03-0075,,,,WEIGHT,Weight,KIDNEY,1.598,g,32,F,CG
HCD-03,HCD-03-0075,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.475,%,32,F,CG
HCD-03,HCD-03-0075,,,,WEIGHT,Weight,LIVER,9.868,g,32,F,CG
HCD-03,HCD-03-0075,,,,OWBW,Organ to Body Weight Ratio,HEART,0.37912,%,32,F,CG
HCD-03,HCD-03-0075,,,,WEIGHT,Weight,HEART,0.836,g,32,F,CG
HCD-03,HCD-03-0075,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.8122,%,32,F,CG
HCD-03,HCD-03-0075,,,,WEIGHT,Weight,BRAIN,1.791,g,32,F,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.16911,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,THYMUS,0.476,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22525,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,SPLEEN,0.634,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01563,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.044,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.47785,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.345,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.31549,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.888,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.32188,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,EPIDIDYMIS,0.906,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.99976,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,TESTIS,2.814,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.89637,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,KIDNEY,2.523,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.8466,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,LIVER,10.827,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,HEART,0.3734,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,HEART,1.051,g,30,M,CG
HCD-03,HCD-03-0001,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.73827,%,30,M,CG
HCD-03,HCD-03-0001,,,,WEIGHT,Weight,BRAIN,2.078,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.18481,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,THYMUS,0.487,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18291,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,SPLEEN,0.482,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02239,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.059,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.33471,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",0.882,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.20758,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.547,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.37152,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,EPIDIDYMIS,0.979,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.1992,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,TESTIS,3.16,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.75973,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,KIDNEY,2.002,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.5099,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,LIVER,9.249,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,HEART,0.28651,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,HEART,0.755,g,30,M,CG
HCD-03,HCD-03-0006,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.69142,%,30,M,CG
HCD-03,HCD-03-0006,,,,WEIGHT,Weight,BRAIN,1.822,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.14943,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,THYMUS,0.441,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21448,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,SPLEEN,0.633,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02372,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.07,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.29513,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",0.871,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.25074,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.74,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.41711,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,EPIDIDYMIS,1.231,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.1747,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,TESTIS,3.467,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.76204,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,KIDNEY,2.249,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.9573,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,LIVER,11.679,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33579,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,HEART,0.991,g,30,M,CG
HCD-03,HCD-03-0008,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.69529,%,30,M,CG
HCD-03,HCD-03-0008,,,,WEIGHT,Weight,BRAIN,2.052,g,30,M,CG
HCD-03,HCD-03-0081,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.22873,%,32,F,CG
HCD-03,HCD-03-0081,,,,WEIGHT,Weight,THYMUS,0.491,g,32,F,CG
HCD-03,HCD-03-0081,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.3997,%,32,F,CG
HCD-03,HCD-03-0081,,,,WEIGHT,Weight,SPLEEN,0.858,g,32,F,CG
HCD-03,HCD-03-0081,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03913,%,32,F,CG
HCD-03,HCD-03-0081,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.084,g,32,F,CG
HCD-03,HCD-03-0081,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.21755,%,32,F,CG
HCD-03,HCD-03-0081,,,,WEIGHT,Weight,UTERUS,0.467,g,32,F,CG
HCD-03,HCD-03-0081,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.82596,%,32,F,CG
HCD-03,HCD-03-0081,,,,WEIGHT,Weight,KIDNEY,1.773,g,32,F,CG
HCD-03,HCD-03-0081,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.3632,%,32,F,CG
HCD-03,HCD-03-0081,,,,WEIGHT,Weight,LIVER,9.366,g,32,F,CG
HCD-03,HCD-03-0081,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32517,%,32,F,CG
HCD-03,HCD-03-0081,,,,WEIGHT,Weight,HEART,0.698,g,32,F,CG
HCD-03,HCD-03-0081,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.87208,%,32,F,CG
HCD-03,HCD-03-0081,,,,WEIGHT,Weight,BRAIN,1.872,g,32,F,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.15775,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,THYMUS,0.454,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18069,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,SPLEEN,0.52,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01668,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.048,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.29327,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",0.844,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.18659,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.537,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.32107,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,EPIDIDYMIS,0.924,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.1477,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,TESTIS,3.303,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.75402,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,KIDNEY,2.17,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.9786,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,LIVER,11.45,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,HEART,0.39473,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,HEART,1.136,g,30,M,CG
HCD-03,HCD-03-0002,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.68139,%,30,M,CG
HCD-03,HCD-03-0002,,,,WEIGHT,Weight,BRAIN,1.961,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.15032,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,THYMUS,0.402,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.23745,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,SPLEEN,0.635,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02318,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.062,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.37731,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.009,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.29055,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.777,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.39675,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,EPIDIDYMIS,1.061,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.3959,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,TESTIS,3.733,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.82342,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,KIDNEY,2.202,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.2311,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,LIVER,11.315,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,HEART,0.396,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,HEART,1.059,g,30,M,CG
HCD-03,HCD-03-0004,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.71049,%,30,M,CG
HCD-03,HCD-03-0004,,,,WEIGHT,Weight,BRAIN,1.9,g,30,M,CG
HCD-03,HCD-03-0087,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17729,%,44,F,CG
HCD-03,HCD-03-0087,,,,WEIGHT,Weight,THYMUS,0.373,g,44,F,CG
HCD-03,HCD-03-0087,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22482,%,44,F,CG
HCD-03,HCD-03-0087,,,,WEIGHT,Weight,SPLEEN,0.473,g,44,F,CG
HCD-03,HCD-03-0087,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.04373,%,44,F,CG
HCD-03,HCD-03-0087,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.092,g,44,F,CG
HCD-03,HCD-03-0087,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.24051,%,44,F,CG
HCD-03,HCD-03-0087,,,,WEIGHT,Weight,UTERUS,0.506,g,44,F,CG
HCD-03,HCD-03-0087,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.86221,%,44,F,CG
HCD-03,HCD-03-0087,,,,WEIGHT,Weight,KIDNEY,1.814,g,44,F,CG
HCD-03,HCD-03-0087,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1024,%,44,F,CG
HCD-03,HCD-03-0087,,,,WEIGHT,Weight,LIVER,8.631,g,44,F,CG
HCD-03,HCD-03-0087,,,,OWBW,Organ to Body Weight Ratio,HEART,0.40686,%,44,F,CG
HCD-03,HCD-03-0087,,,,WEIGHT,Weight,HEART,0.856,g,44,F,CG
HCD-03,HCD-03-0087,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.90736,%,44,F,CG
HCD-03,HCD-03-0087,,,,WEIGHT,Weight,BRAIN,1.909,g,44,F,CG
HCD-03,HCD-03-0079,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.2402,%,32,F,CG
HCD-03,HCD-03-0079,,,,WEIGHT,Weight,THYMUS,0.481,g,32,F,CG
HCD-03,HCD-03-0079,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.33458,%,32,F,CG
HCD-03,HCD-03-0079,,,,WEIGHT,Weight,SPLEEN,0.67,g,32,F,CG
HCD-03,HCD-03-0079,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03745,%,32,F,CG
HCD-03,HCD-03-0079,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.075,g,32,F,CG
HCD-03,HCD-03-0079,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.26467,%,32,F,CG
HCD-03,HCD-03-0079,,,,WEIGHT,Weight,UTERUS,0.53,g,32,F,CG
HCD-03,HCD-03-0079,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.78401,%,32,F,CG
HCD-03,HCD-03-0079,,,,WEIGHT,Weight,KIDNEY,1.57,g,32,F,CG
HCD-03,HCD-03-0079,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.4719,%,32,F,CG
HCD-03,HCD-03-0079,,,,WEIGHT,Weight,LIVER,8.955,g,32,F,CG
HCD-03,HCD-03-0079,,,,OWBW,Organ to Body Weight Ratio,HEART,0.43146,%,32,F,CG
