SPREFID,USUBJID,MASPEC,MASEVN,MASEV,MAORRES,MALAT,MASTAT,MAREASND,MADY,MADTC,MATEST,MATESTCD,finding_is_unremarkable_or_incomplete,SEX,trial_set_description
HCD-08,HCD-08-0007,SKIN/SUBCUTIS,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,PEYER'S PATCH,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,"GLAND, PITUITARY",,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,LUNG,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,"BONE MARROW, STERNUM",,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,TONSIL,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,TRACHEA,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,KIDNEY,,,right: pelvic dilatation,BILATERAL,,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,0,M,CG
HCD-08,HCD-08-0007,"GLAND, LACRIMAL",,,UNREMARKABLE,BILATERAL,,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,"ARTERY, AORTA",,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,THYMUS,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,TONGUE,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,LIVER,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,SPINAL CORD,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,"GLAND, SALIVARY",,,UNREMARKABLE,BILATERAL,,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0007,"GLAND, PARATHYROID",,,UNREMARKABLE,BILATERAL,,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0063,ALL TISSUES,,,UNREMARKABLE,"",,,31,2018-04-19T08:55:53Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0067,ALL TISSUES,,,UNREMARKABLE,"",,,32,2018-04-20T11:07:11Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0010,ALL TISSUES,,,UNREMARKABLE,"",,,31,2018-04-19T08:54:57Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0064,ALL TISSUES,,,UNREMARKABLE,"",,,31,2018-04-19T08:55:53Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0001,ALL TISSUES,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0004,ALL TISSUES,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0003,ALL TISSUES,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0068,ALL TISSUES,,,UNREMARKABLE,"",,,32,2018-04-20T11:07:11Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0070,ALL TISSUES,,,UNREMARKABLE,"",,,32,2018-04-20T11:07:11Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0066,ALL TISSUES,,,UNREMARKABLE,"",,,32,2018-04-20T11:07:11Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0005,ALL TISSUES,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0008,ALL TISSUES,,,UNREMARKABLE,"",,,31,2018-04-19T08:54:57Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0062,ALL TISSUES,,,UNREMARKABLE,"",,,31,2018-04-19T08:55:53Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0071,ALL TISSUES,,,UNREMARKABLE,"",,,32,2018-04-20T11:07:11Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0065,ALL TISSUES,,,UNREMARKABLE,"",,,31,2018-04-19T08:55:53Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0009,ALL TISSUES,,,UNREMARKABLE,"",,,31,2018-04-19T08:54:57Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0006,ALL TISSUES,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-08,HCD-08-0069,ALL TISSUES,,,UNREMARKABLE,"",,,32,2018-04-20T11:07:11Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-08,HCD-08-0002,ALL TISSUES,,,UNREMARKABLE,"",,,30,2018-04-18T09:37:06Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0007,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-02-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0014,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0004,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-02-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0089,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0081,WHOLE ANIMAL,,,UNREMARKABLE,"",,,32,2017-02-17T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0090,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0079,WHOLE ANIMAL,,,UNREMARKABLE,"",,,32,2017-02-17T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0078,WHOLE ANIMAL,,,UNREMARKABLE,"",,,32,2017-02-17T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0006,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-02-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0077,WHOLE ANIMAL,,,UNREMARKABLE,"",,,32,2017-02-17T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0008,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-02-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0087,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0092,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0016,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0017,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0003,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-02-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0091,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0018,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0088,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0019,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0005,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-02-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0074,WHOLE ANIMAL,,,UNREMARKABLE,"",,,31,2017-02-16T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0076,WHOLE ANIMAL,,,UNREMARKABLE,"",,,32,2017-02-17T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0082,WHOLE ANIMAL,,,UNREMARKABLE,"",,,32,2017-02-17T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0015,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-03-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0080,WHOLE ANIMAL,,,UNREMARKABLE,"",,,32,2017-02-17T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0001,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-02-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0075,WHOLE ANIMAL,,,UNREMARKABLE,"",,,31,2017-02-16T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0010,WHOLE ANIMAL,,,UNREMARKABLE,"",,,31,2017-02-16T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0083,WHOLE ANIMAL,,,UNREMARKABLE,"",,,32,2017-02-17T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-01,HCD-01-0009,WHOLE ANIMAL,,,UNREMARKABLE,"",,,31,2017-02-16T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-01,HCD-01-0002,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-02-15T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-07,HCD-07-0024,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-07-12T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-07,HCD-07-0021,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-07-12T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-07,HCD-07-0002,WHOLE ANIMAL,,,UNREMARKABLE,"",,,29,2017-07-11T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-07,HCD-07-0004,WHOLE ANIMAL,,,UNREMARKABLE,"",,,29,2017-07-11T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-07,HCD-07-0003,WHOLE ANIMAL,,,UNREMARKABLE,"",,,29,2017-07-11T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-07,HCD-07-0023,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-07-12T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-07,HCD-07-0005,WHOLE ANIMAL,,,UNREMARKABLE,"",,,29,2017-07-11T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-07,HCD-07-0025,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-07-12T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-07,HCD-07-0022,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-07-12T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-07,HCD-07-0001,WHOLE ANIMAL,,,UNREMARKABLE,"",,,29,2017-07-11T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0082,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-04-20T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0076,WHOLE ANIMAL,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0010,WHOLE ANIMAL,,,UNREMARKABLE,"",,,30,2017-04-20T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, PITUITARY",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, HARDERIAN",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, ZYMBAL",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,LARGE INTESTINE,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,HEAD,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"NERVE, SCIATIC",,,UNREMARKABLE,RIGHT,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,PHARYNX,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,LARYNX,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,NOSE,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,SKIN/SUBCUTIS,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"SMALL INTESTINE, DUODENUM",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,SPINAL CORD,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,STOMACH,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, SEMINAL VESICLE",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,SPLEEN,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,TESTIS,,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,URETHRA,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,EYE,,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, LACRIMAL",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,HEART,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,LUNG,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,URINARY BLADDER,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,EPIDIDYMIS,,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, SALIVARY",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"MUSCLE, SKELETAL",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, PROSTATE",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"LARGE INTESTINE, RECTUM",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"SMALL INTESTINE, JEJUNUM",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,EYELID,,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,SMALL INTESTINE,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"BONE, STERNUM",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, MAMMARY",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"LYMPH NODE, MESENTERIC",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,PEYER'S PATCH,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,KIDNEY,,,discoloration,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,0,M,CG
HCD-05,HCD-05-0019,"ARTERY, AORTA",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, ADRENAL",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, THYROID",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"LARGE INTESTINE, COLON",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"LYMPH NODE, ILIAC",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,WHOLE ANIMAL,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"LYMPH NODE, MANDIBULAR",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"BONE MARROW, FEMUR",,,UNREMARKABLE,UNILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,URETER,,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"BONE MARROW, STERNUM",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,TONSIL,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,PANCREAS,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"BONE, FEMUR",,,UNREMARKABLE,UNILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"LARGE INTESTINE, CECUM",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,LIVER,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,THYMUS,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,BODY CAVITY,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,TRACHEA,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,ESOPHAGUS,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, PARATHYROID",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"GLAND, SALIVARY, PAROTID",,,UNREMARKABLE,BILATERAL,,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,TONGUE,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,BRAIN,,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0019,"SMALL INTESTINE, ILEUM",,,UNREMARKABLE,"",,,58,2017-05-18T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0081,WHOLE ANIMAL,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0004,WHOLE ANIMAL,,,UNREMARKABLE,"",,,29,2017-04-19T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0006,WHOLE ANIMAL,,,UNREMARKABLE,"",,,29,2017-04-19T00:00:00Z,Gross Pathological Examination,GROSPATH,1,M,CG
HCD-05,HCD-05-0074,"BONE MARROW, STERNUM",,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,KIDNEY,,,UNREMARKABLE,BILATERAL,,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,"SMALL INTESTINE, JEJUNUM",,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,BRAIN,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,ESOPHAGUS,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,"NERVE, SCIATIC",,,UNREMARKABLE,RIGHT,,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,"LYMPH NODE, MANDIBULAR",,,discoloration red,BILATERAL,,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,0,F,CG
HCD-05,HCD-05-0074,"BONE MARROW, FEMUR",,,UNREMARKABLE,UNILATERAL,,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,"GLAND, ADRENAL",,,UNREMARKABLE,BILATERAL,,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,"GLAND, LACRIMAL",,,UNREMARKABLE,BILATERAL,,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,"GLAND, MAMMARY",,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,"LARGE INTESTINE, CECUM",,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,"LYMPH NODE, MESENTERIC",,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,PANCREAS,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,STOMACH,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,THYMUS,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,SPLEEN,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,UTERUS,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,LARYNX,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,"GLAND, SALIVARY, PAROTID",,,UNREMARKABLE,BILATERAL,,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
HCD-05,HCD-05-0074,TONSIL,,,UNREMARKABLE,"",,,31,2017-04-21T00:00:00Z,Gross Pathological Examination,GROSPATH,1,F,CG
