SPREFID,USUBJID,CLLOC,STUDY_WEEK,CLORRES,CLRESCAT,CLSTAT,CLREASND,CLCAT,CLSEV,CLRFTDTC,CLTPTNUM,CLDY,SEX,trial_set_description
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-20T08:14:23Z,1,7,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-14T07:32:01Z,1,1,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-21T07:14:42Z,1,8,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-16T09:43:10Z,1,3,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-17T10:44:08Z,2,4,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-22T07:51:15Z,1,9,F,CG
HCD-04,HCD-04-0085,"",-1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-08T07:08:51Z,1,-6,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-17T08:27:50Z,1,4,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-18T11:05:24Z,2,5,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-14T10:11:38Z,2,1,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-18T09:13:10Z,1,5,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-20T11:00:16Z,2,7,F,CG
HCD-04,HCD-04-0085,"",-1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-13T07:49:53Z,1,-1,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-19T11:35:11Z,2,6,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-15T11:36:29Z,2,2,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-27T09:49:02Z,2,14,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-09T12:05:39Z,2,27,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-26T11:21:09Z,2,13,F,CG
HCD-04,HCD-04-0085,"",1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2017-03-16T09:43:09Z,3,3,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-04T09:52:49Z,2,22,F,CG
HCD-04,HCD-04-0085,"",5,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-11T07:10:23Z,1,29,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2017-04-06T10:00:32Z,3,24,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-03T07:30:41Z,1,21,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-08T11:16:27Z,2,26,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-26T09:14:33Z,1,13,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-07T10:59:17Z,2,25,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-05T09:38:41Z,2,23,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-27T07:19:47Z,1,14,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-28T09:53:23Z,2,15,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-04T07:08:47Z,1,22,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-10T10:54:21Z,1,28,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-06T11:53:03Z,2,24,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-05T07:51:42Z,1,23,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-28T07:05:47Z,1,15,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-09T10:08:36Z,1,27,F,CG
HCD-04,HCD-04-0085,"",5,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-11T12:34:06Z,2,29,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-01T09:37:16Z,2,19,F,CG
HCD-04,HCD-04-0085,"",-1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2017-03-13T07:49:52Z,3,-1,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-02T09:35:33Z,2,20,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-03T09:58:24Z,2,21,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-08T09:15:20Z,1,26,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2017-03-30T07:58:59Z,3,17,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-25T12:07:17Z,2,12,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-06T10:00:31Z,1,24,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-07T09:51:25Z,1,25,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-10T13:14:55Z,2,28,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-02T07:03:57Z,1,20,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-25T10:28:27Z,1,12,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-22T10:17:17Z,2,9,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-23T10:11:41Z,2,10,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-24T09:30:48Z,2,11,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-23T07:14:23Z,1,10,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-24T06:57:51Z,1,11,F,CG
HCD-04,HCD-04-0085,"",-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY SLIT-LAMP OBSERVATION,"",2017-03-10T08:22:56Z,3,-4,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-30T11:58:29Z,2,17,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-29T07:52:20Z,1,16,F,CG
HCD-04,HCD-04-0085,"",-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,"",2017-03-10T08:22:55Z,3,-4,F,CG
HCD-04,HCD-04-0085,"",2,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2017-03-23T07:14:23Z,3,10,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-30T07:59:00Z,1,17,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-31T09:02:09Z,2,18,F,CG
HCD-04,HCD-04-0085,"",-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY PUPIL REFLEX,"",2017-03-10T08:22:54Z,3,-4,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-31T07:14:22Z,1,18,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-03-29T10:24:36Z,2,16,F,CG
HCD-04,HCD-04-0085,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2017-04-01T07:11:13Z,1,19,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,"",2017-04-07T12:07:09Z,3,25,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY PUPIL REFLEX,"",2017-04-07T12:07:08Z,3,25,F,CG
HCD-04,HCD-04-0085,"",4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY SLIT-LAMP OBSERVATION,"",2017-04-07T12:07:09Z,3,25,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-08T11:01:08Z,2,27,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2018-07-02T09:11:07Z,1,21,F,CG
HCD-10,HCD-10-0074,"",5,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2018-07-10T10:28:37Z,1,29,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-06T06:14:30Z,1,25,F,CG
HCD-10,HCD-10-0074,"",-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,"",2018-06-07T09:01:01Z,1,-5,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-09T10:35:57Z,1,28,F,CG
HCD-10,HCD-10-0074,"",5,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-10T12:26:53Z,2,29,F,CG
HCD-10,HCD-10-0074,"",-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY PUPIL REFLEX,"",2018-06-07T09:00:16Z,1,-5,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-24T10:31:01Z,2,13,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-26T06:48:25Z,1,15,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-14T07:53:52Z,1,3,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-15T08:37:04Z,1,4,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-20T08:01:45Z,1,9,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-21T09:17:23Z,1,10,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-29T08:23:47Z,2,18,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-27T09:35:33Z,2,16,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-22T08:58:08Z,1,11,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-13T08:34:32Z,1,2,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-16T08:40:03Z,1,5,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-23T10:10:38Z,2,12,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-12T07:38:47Z,1,1,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-17T08:53:19Z,1,6,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-18T10:53:16Z,2,7,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-19T11:09:01Z,2,8,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-25T07:57:56Z,1,14,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-26T08:46:38Z,2,15,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-28T06:39:30Z,1,17,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-18T08:07:42Z,1,7,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-13T10:30:57Z,2,2,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-14T10:31:12Z,2,3,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-19T08:06:40Z,1,8,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-22T10:54:33Z,2,11,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-24T08:27:00Z,1,13,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-21T11:00:26Z,2,10,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-27T06:13:48Z,1,16,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-15T10:44:59Z,2,4,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-20T10:40:32Z,2,9,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-29T06:32:12Z,1,18,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-12T10:54:58Z,2,1,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-25T11:08:19Z,2,14,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-16T11:55:02Z,2,5,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-23T07:44:21Z,1,12,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-17T12:07:36Z,2,6,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-02T09:11:06Z,1,21,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-30T08:22:14Z,2,19,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-03T12:26:36Z,2,22,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-01T06:47:04Z,1,20,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-02T11:45:35Z,2,21,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-04T07:48:55Z,1,23,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-30T06:42:33Z,1,19,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-03T09:37:53Z,1,22,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-01T08:25:09Z,2,20,F,CG
HCD-10,HCD-10-0074,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-28T09:10:49Z,2,17,F,CG
HCD-10,HCD-10-0074,"",-1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2018-06-11T07:38:22Z,1,-1,F,CG
HCD-10,HCD-10-0074,"",5,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-11T08:58:22Z,1,30,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,"",2018-07-06T09:38:54Z,1,25,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-05T08:36:19Z,1,24,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-06T07:41:48Z,2,25,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY PUPIL REFLEX,"",2018-07-06T09:20:30Z,1,25,F,CG
HCD-10,HCD-10-0074,"",1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2018-06-18T08:07:42Z,1,7,F,CG
HCD-10,HCD-10-0074,"",5,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-11T10:57:16Z,2,30,F,CG
HCD-10,HCD-10-0074,"",-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY SLIT-LAMP OBSERVATION,"",2018-06-07T09:01:02Z,1,-5,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-08T09:07:08Z,1,27,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-09T12:42:20Z,2,28,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-07T10:19:02Z,1,26,F,CG
HCD-10,HCD-10-0074,"",5,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-10T10:28:40Z,1,29,F,CG
HCD-10,HCD-10-0074,"",2,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2018-06-25T07:57:55Z,1,14,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-04T10:44:59Z,2,23,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-05T10:52:49Z,2,24,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-07T12:21:11Z,2,26,F,CG
HCD-10,HCD-10-0074,"",4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY SLIT-LAMP OBSERVATION,"",2018-07-06T09:38:55Z,1,25,F,CG
HCD-10,HCD-10-0075,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-08T11:01:08Z,2,27,F,CG
HCD-10,HCD-10-0075,"",3,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2018-07-02T09:19:16Z,1,21,F,CG
HCD-10,HCD-10-0075,"",5,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,"",2018-07-10T10:29:03Z,1,29,F,CG
HCD-10,HCD-10-0075,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-06T06:14:52Z,1,25,F,CG
HCD-10,HCD-10-0075,"",-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,"",2018-06-07T09:01:19Z,1,-5,F,CG
HCD-10,HCD-10-0075,"",4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-09T10:36:34Z,1,28,F,CG
HCD-10,HCD-10-0075,"",5,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-07-10T12:26:53Z,2,29,F,CG
HCD-10,HCD-10-0075,"",-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY PUPIL REFLEX,"",2018-06-07T09:01:18Z,1,-5,F,CG
HCD-10,HCD-10-0075,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-24T10:31:01Z,2,13,F,CG
HCD-10,HCD-10-0075,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-26T06:48:48Z,1,15,F,CG
HCD-10,HCD-10-0075,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-14T07:54:10Z,1,3,F,CG
HCD-10,HCD-10-0075,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-20T08:01:06Z,1,9,F,CG
HCD-10,HCD-10-0075,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-21T09:17:49Z,1,10,F,CG
HCD-10,HCD-10-0075,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-29T08:23:47Z,2,18,F,CG
HCD-10,HCD-10-0075,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-15T08:37:21Z,1,4,F,CG
HCD-10,HCD-10-0075,"",3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-27T09:35:34Z,2,16,F,CG
HCD-10,HCD-10-0075,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-22T08:58:27Z,1,11,F,CG
HCD-10,HCD-10-0075,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-13T08:35:01Z,1,2,F,CG
HCD-10,HCD-10-0075,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-16T08:39:13Z,1,5,F,CG
HCD-10,HCD-10-0075,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-23T10:10:38Z,2,12,F,CG
HCD-10,HCD-10-0075,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2018-06-12T07:40:09Z,1,1,F,CG
